Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes
B9J08_000349,B9J08_000349-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000357,B9J08_000357-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000361,B9J08_000361-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000369,B9J08_000369-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000376,B9J08_000376-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000380,B9J08_000380-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000403,B9J08_000403-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000407,B9J08_000407-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000421,B9J08_000421-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.14.11.27 ([Histone H3]-dimethyl-L-lysine(36) demethylase),,,,,,
B9J08_000423,B9J08_000423-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4.19.12 (Ubiquitinyl hydrolase 1),,,,,,
B9J08_000429,B9J08_000429-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000438,B9J08_000438-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000439,B9J08_000439-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000440,B9J08_000440-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000441,B9J08_000441-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000448,B9J08_000448-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000456,B9J08_000456-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000457,B9J08_000457-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000472,B9J08_000472-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000478,B9J08_000478-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000493,B9J08_000493-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000505,B9J08_000505-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000521,B9J08_000521-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000540,B9J08_000540-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000547,B9J08_000547-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000557,B9J08_000557-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000562,B9J08_000562-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000563,B9J08_000563-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.-.- (Acting on acid anhydrides.),,,,,,
B9J08_000571,B9J08_000571-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000579,B9J08_000579-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000583,B9J08_000583-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000586,B9J08_000586-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000595,B9J08_000595-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000600,B9J08_000600-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000601,B9J08_000601-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000606,B9J08_000606-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000618,B9J08_000618-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000624,B9J08_000624-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000642,B9J08_000642-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000644,B9J08_000644-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000653,B9J08_000653-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000663,B9J08_000663-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000669,B9J08_000669-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000672,B9J08_000672-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000676,B9J08_000676-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000685,B9J08_000685-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000702,B9J08_000702-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000707,B9J08_000707-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000709,B9J08_000709-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000712,B9J08_000712-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000724,B9J08_000724-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000730,B9J08_000730-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000738,B9J08_000738-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.-.- (Acting on acid anhydrides.),,,,,,
B9J08_000758,B9J08_000758-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.-.- (Acting on ester bonds.),,,,,,
B9J08_000760,B9J08_000760-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000767,B9J08_000767-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000783,B9J08_000783-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000799,B9J08_000799-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000807,B9J08_000807-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000809,B9J08_000809-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000817,B9J08_000817-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000824,B9J08_000824-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000830,B9J08_000830-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000834,B9J08_000834-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000846,B9J08_000846-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000849,B9J08_000849-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000859,B9J08_000859-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000866,B9J08_000866-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000884,B9J08_000884-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000890,B9J08_000890-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000891,B9J08_000891-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000892,B9J08_000892-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000905,B9J08_000905-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000906,B9J08_000906-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000911,B9J08_000911-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000913,B9J08_000913-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000940,B9J08_000940-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000943,B9J08_000943-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000949,B9J08_000949-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1.1.1.- (With NAD(+) or NADP(+) as acceptor.);1.1.1.159 (7-alpha-hydroxysteroid dehydrogenase);1.3.1.34 (2,4-dienoyl-CoA reductase ((2E)-enoyl-CoA-producing))",,,,,,
B9J08_000959,B9J08_000959-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000986,B9J08_000986-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001011,B9J08_001011-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001023,B9J08_001023-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001027,B9J08_001027-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001028,B9J08_001028-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001030,B9J08_001030-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001032,B9J08_001032-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001050,B9J08_001050-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001052,B9J08_001052-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001054,B9J08_001054-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001069,B9J08_001069-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001072,B9J08_001072-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001100,B9J08_001100-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001101,B9J08_001101-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001111,B9J08_001111-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001119,B9J08_001119-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001155,B9J08_001155-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001157,B9J08_001157-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001164,B9J08_001164-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001180,B9J08_001180-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001184,B9J08_001184-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001189,B9J08_001189-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001191,B9J08_001191-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001195,B9J08_001195-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_001196,B9J08_001196-t37_1,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
