Gene ID,Threshold,Namespace,ProtNote Term Count,InterPro2GO Term Count,Exact Match Count,Has ProtNote Prediction,Has Exact Match,ProtNote GO Terms,InterPro2GO GO Terms,Exact Matching GO Terms
B9J08_000102,0.5,CC,0,3,0,False,False,,GO:0005829;GO:0005844;GO:0010494,
B9J08_000103,0.5,CC,0,4,0,False,False,,GO:0005634;GO:0005737;GO:0005829;GO:0010494,
B9J08_000105,0.5,CC,1,5,0,True,False,GO:0032991,GO:0000932;GO:0005634;GO:0005737;GO:0098562;GO:0098745,
B9J08_000106,0.5,CC,0,2,0,False,False,,GO:0005743;GO:0031966,
B9J08_000107,0.5,CC,0,3,0,False,False,,GO:0005840;GO:0015935;GO:0022627,
B9J08_000108,0.5,CC,2,2,0,True,False,GO:0043227;GO:0043231,GO:0005739;GO:0005758,
B9J08_000109,0.5,CC,0,2,0,False,False,,GO:0005737;GO:0055087,
B9J08_000111,0.5,CC,0,1,0,False,False,,GO:0030687,
B9J08_000112,0.5,CC,0,4,0,False,False,,GO:0005777;GO:0005778;GO:0005783;GO:0005829,
B9J08_000113,0.5,CC,0,2,0,False,False,,GO:0000794;GO:0005634,
B9J08_000115,0.5,CC,1,1,0,True,False,GO:0005856,GO:0019897,
B9J08_000120,0.5,CC,0,4,0,False,False,,GO:0005634;GO:0005730;GO:0005737;GO:0030688,
B9J08_000123,0.5,CC,0,2,0,False,False,,GO:0000329;GO:0070772,
B9J08_000127,0.5,CC,3,2,1,True,True,GO:0005739;GO:0043227;GO:0043231,GO:0005739;GO:0005743,GO:0005739
B9J08_000129,0.5,CC,2,1,0,True,False,GO:0043227;GO:0043231,GO:0005758,
B9J08_000130,0.5,CC,3,4,0,True,False,GO:0005634;GO:0043227;GO:0043231,GO:0005737;GO:0005874;GO:0042729;GO:0072686,
B9J08_000131,0.5,CC,2,1,0,True,False,GO:0005737;GO:0005856,GO:0032177,
B9J08_000132,0.5,CC,0,2,0,False,False,,GO:0000136;GO:0000137,
B9J08_000133,0.5,CC,0,5,0,False,False,,GO:0005634;GO:0005694;GO:0005730;GO:0005737;GO:0034506,
B9J08_000134,0.5,CC,0,5,0,False,False,,GO:0005777;GO:0005778;GO:0005783;GO:0016020;GO:0071782,
B9J08_000135,0.5,CC,2,4,0,True,False,GO:0032991;GO:1990904,GO:0005681;GO:0005682;GO:0046540;GO:0071021,
B9J08_000136,0.5,CC,1,2,0,True,False,GO:0032991,GO:0005840;GO:0022625,
B9J08_000137,0.5,CC,1,1,0,True,False,GO:0032991,GO:0005674,
B9J08_000140,0.5,CC,1,3,0,True,False,GO:0032991,GO:0005739;GO:0005743;GO:0005751,
B9J08_000141,0.5,CC,2,8,1,True,True,GO:0000159;GO:0008287,GO:0000159;GO:0000329;GO:0005634;GO:0005737;GO:0005934;GO:0005935;GO:0043332;GO:0072686,GO:0000159
B9J08_000142,0.5,CC,0,1,0,False,False,,GO:0005840,
B9J08_000143,0.5,CC,0,4,0,False,False,,GO:0005739;GO:0005740;GO:0005751;GO:0045277,
B9J08_000145,0.5,CC,3,8,1,True,True,GO:0016020;GO:0030479;GO:0061645,GO:0005634;GO:0005643;GO:0005886;GO:0005938;GO:0010008;GO:0030479;GO:0140224;GO:1990964,GO:0030479
B9J08_000146,0.5,CC,0,1,0,False,False,,GO:0036396,
B9J08_000148,0.5,CC,0,2,0,False,False,,GO:0008250;GO:0016020,
B9J08_000150,0.5,CC,0,2,0,False,False,,GO:0016020;GO:0045281,
B9J08_000152,0.5,CC,3,1,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634,GO:0005634
B9J08_000154,0.5,CC,3,3,0,True,False,GO:0005747;GO:0032991;GO:0045271,GO:0005743;GO:0005758;GO:0031314,
B9J08_000155,0.5,CC,1,3,0,True,False,GO:0000776,GO:0000775;GO:0005634;GO:0031262,
B9J08_000156,0.5,CC,2,1,0,True,False,GO:0032991;GO:0045271,GO:0005762,
B9J08_000159,0.5,CC,1,2,0,True,False,GO:0016020,GO:0005576;GO:0030427,
B9J08_000160,0.5,CC,1,3,0,True,False,GO:0032991,GO:0005681;GO:0005685;GO:0071004,
B9J08_000161,0.5,CC,3,3,0,True,False,GO:0016282;GO:0032991;GO:0033290,GO:0000243;GO:0005685;GO:0071004,
B9J08_000162,0.5,CC,3,3,0,True,False,GO:0005634;GO:0043227;GO:0043231,GO:0000109;GO:0000113;GO:0031463,
B9J08_000164,0.5,CC,0,2,0,False,False,,GO:0005886;GO:0016020,
B9J08_000165,0.5,CC,0,1,0,False,False,,GO:0019005,
B9J08_000166,0.5,CC,3,6,0,True,False,GO:0005681;GO:0032991;GO:1990904,GO:0000785;GO:0000974;GO:0071004;GO:0071006;GO:0071007;GO:0071008,
B9J08_000170,0.5,CC,2,3,1,True,True,GO:0005886;GO:0016020,GO:0000329;GO:0016020;GO:0033573,GO:0016020
B9J08_000171,0.5,CC,0,4,0,False,False,,GO:0000307;GO:0005634;GO:0070691;GO:0070693,
B9J08_000172,0.5,CC,0,2,0,False,False,,GO:0005886;GO:0016020,
B9J08_000173,0.5,CC,1,2,0,True,False,GO:0032991,GO:0005743;GO:0005750,
B9J08_000175,0.5,CC,0,2,0,False,False,,GO:0000329;GO:0016020,
B9J08_000176,0.5,CC,1,1,0,True,False,GO:0005829,GO:0017119,
B9J08_000177,0.5,CC,2,2,1,True,True,GO:0005829;GO:0032991,GO:0005634;GO:0005829,GO:0005829
B9J08_000179,0.5,CC,1,1,1,True,True,GO:0005730,GO:0005730,GO:0005730
B9J08_000180,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0097361,
B9J08_000181,0.5,CC,0,6,0,False,False,,GO:0000131;GO:0005737;GO:0005933;GO:0032153;GO:0043332;GO:1902716,
B9J08_000182,0.5,CC,1,1,1,True,True,GO:0005737,GO:0005737,GO:0005737
B9J08_000183,0.5,CC,0,1,0,False,False,,GO:0030479,
B9J08_000184,0.5,CC,0,2,0,False,False,,GO:0005886;GO:0030479,
B9J08_000185,0.5,CC,0,2,0,False,False,,GO:0005840;GO:0032040,
B9J08_000187,0.5,CC,0,1,0,False,False,,GO:0005622,
B9J08_000188,0.5,CC,0,2,0,False,False,,GO:0005684;GO:0071014,
B9J08_000189,0.5,CC,0,3,0,False,False,,GO:0005739;GO:0005759;GO:0031314,
B9J08_000192,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0005736,
B9J08_000193,0.5,CC,0,1,0,False,False,,GO:0035657,
B9J08_000194,0.5,CC,0,3,0,False,False,,GO:0000243;GO:0005634;GO:0005829,
B9J08_000196,0.5,CC,0,5,0,False,False,,GO:0005634;GO:0005643;GO:0005829;GO:0044612;GO:0044614,
B9J08_000198,0.5,CC,3,2,0,True,False,GO:0005634;GO:0043227;GO:0043231,GO:0000228;GO:0055087,
B9J08_000199,0.5,CC,3,1,0,True,False,GO:0031410;GO:0031982;GO:0043227,GO:0000776,
B9J08_000200,0.5,CC,0,1,0,False,False,,GO:0005739,
B9J08_000201,0.5,CC,0,1,0,False,False,,GO:0005739,
B9J08_000203,0.5,CC,0,3,0,False,False,,GO:0015935;GO:0022627;GO:0032040,
B9J08_000204,0.5,CC,1,1,0,True,False,GO:0030173,GO:0000139,
B9J08_000206,0.5,CC,2,4,0,True,False,GO:0043227;GO:0043231,GO:0000139;GO:0005789;GO:0030127;GO:0070971,
B9J08_000207,0.5,CC,0,3,0,False,False,,GO:0005730;GO:0030687;GO:0101031,
B9J08_000208,0.5,CC,0,2,0,False,False,,GO:0005743;GO:0016020,
B9J08_000209,0.5,CC,1,2,0,True,False,GO:0032991,GO:0005840;GO:0022625,
B9J08_000213,0.5,CC,0,9,0,False,False,,GO:0005737;GO:0005743;GO:0005758;GO:0005874;GO:0005886;GO:0016020;GO:0030061;GO:0031314;GO:0097002,
B9J08_000214,0.5,CC,1,4,0,True,False,GO:0032991,GO:0005730;GO:0032040;GO:0033553;GO:0034455,
B9J08_000215,0.5,CC,0,3,0,False,False,,GO:0005665;GO:0005666;GO:0005736,
B9J08_000216,0.5,CC,0,1,0,False,False,,GO:0000328,
B9J08_000217,0.5,CC,1,3,0,True,False,GO:1990904,GO:0005739;GO:0005762;GO:0005840,
B9J08_000220,0.5,CC,2,2,2,True,True,GO:0005886;GO:0016020,GO:0005886;GO:0016020,GO:0005886;GO:0016020
B9J08_000222,0.5,CC,3,2,1,True,True,GO:0005739;GO:0043227;GO:0043231,GO:0005739;GO:0031966,GO:0005739
B9J08_000223,0.5,CC,0,1,0,False,False,,GO:0005737,
B9J08_000225,0.5,CC,2,1,0,True,False,GO:0032991;GO:1990234,GO:0000124,
B9J08_000226,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0005829;GO:0010494,
B9J08_000228,0.5,CC,0,2,0,False,False,,GO:0000142;GO:0005935,
B9J08_000229,0.5,CC,0,1,0,False,False,,GO:0005829,
B9J08_000230,0.5,CC,0,4,0,False,False,,GO:0005634;GO:0005739;GO:0005829;GO:1990221,
B9J08_000231,0.5,CC,2,2,1,True,True,GO:0005743;GO:0031090,GO:0005739;GO:0005743,GO:0005743
B9J08_000232,0.5,CC,0,3,0,False,False,,GO:0000775;GO:0000785;GO:0031390,
B9J08_000233,0.5,CC,4,4,0,True,False,GO:0005634;GO:0032991;GO:0043227;GO:0043231,GO:0005730;GO:0005840;GO:0022625;GO:0030687,
B9J08_000235,0.5,CC,0,6,0,False,False,,GO:0000139;GO:0010008;GO:0031234;GO:0031931;GO:0031932;GO:0034399,
B9J08_000236,0.5,CC,1,3,0,True,False,GO:0043231,GO:0005634;GO:0005829;GO:0022627,
B9J08_000237,0.5,CC,2,2,1,True,True,GO:0005886;GO:0016020,GO:0005783;GO:0005886,GO:0005886
B9J08_000239,0.5,CC,1,3,0,True,False,GO:0043227,GO:0000138;GO:0000139;GO:0016020,
B9J08_000240,0.5,CC,1,1,0,True,False,GO:0005737,GO:0005634,
B9J08_000241,0.5,CC,0,1,0,False,False,,GO:0000127,
B9J08_000242,0.5,CC,0,1,0,False,False,,GO:0005737,
B9J08_000245,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0005730,
B9J08_000247,0.5,CC,3,2,0,True,False,GO:0005789;GO:0016020;GO:0031090,GO:0000139;GO:0070916,
B9J08_000248,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0005737;GO:0030874,
B9J08_000250,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0005737,
B9J08_000251,0.5,CC,0,3,0,False,False,,GO:0000324;GO:0000328;GO:0005576,
B9J08_000252,0.5,CC,0,1,0,False,False,,GO:0005789,
B9J08_000253,0.5,CC,0,2,0,False,False,,GO:0005737;GO:0005770,
B9J08_000254,0.5,CC,0,1,0,False,False,,GO:0005840,
B9J08_000255,0.5,CC,0,4,0,False,False,,GO:0000124;GO:0005634;GO:0046695;GO:0070461,
B9J08_000257,0.5,CC,1,3,0,True,False,GO:0032991,GO:0005730;GO:0032040;GO:0034388,
B9J08_000258,0.5,CC,1,4,0,True,False,GO:0005737,GO:0000329;GO:0005628;GO:0005886;GO:0016020,
B9J08_000260,0.5,CC,0,2,0,False,False,,GO:0005851;GO:0032045,
B9J08_000261,0.5,CC,0,5,0,False,False,,GO:0005783;GO:0005811;GO:0016020;GO:0031090;GO:0043231,
B9J08_000262,0.5,CC,0,4,0,False,False,,GO:0000324;GO:0000329;GO:0005774;GO:0016020,
B9J08_000263,0.5,CC,1,5,0,True,False,GO:0016020,GO:0000131;GO:0000307;GO:0005634;GO:0005934;GO:0005935,
B9J08_000264,0.5,CC,0,1,0,False,False,,GO:0005832,
B9J08_000268,0.5,CC,1,1,0,True,False,GO:0005737,GO:0005634,
B9J08_000269,0.5,CC,0,14,0,False,False,,GO:0000329;GO:0005934;GO:0005935;GO:0005938;GO:0009898;GO:0012505;GO:0032153;GO:0032154;GO:0051285;GO:0051286;GO:0070382;GO:0071521;GO:0090726;GO:1902716,
B9J08_000270,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0016020;GO:0048471,
B9J08_000271,0.5,CC,4,2,1,True,True,GO:0005743;GO:0016020;GO:0031090;GO:0031966,GO:0005739;GO:0031966,GO:0031966
B9J08_000272,0.5,CC,1,2,0,True,False,GO:0043227,GO:0030117;GO:0030123,
B9J08_000273,0.5,CC,0,1,0,False,False,,GO:0005737,
B9J08_000274,0.5,CC,1,4,1,True,True,GO:0000015,GO:0000015;GO:0000324;GO:0005622;GO:0005739,GO:0000015
B9J08_000275,0.5,CC,0,4,0,False,False,,GO:0005737;GO:0005839;GO:0019773;GO:0034515,
B9J08_000276,0.5,CC,0,1,0,False,False,,GO:0005759,
B9J08_000279,0.5,CC,0,1,0,False,False,,GO:0072546,
B9J08_000280,0.5,CC,0,2,0,False,False,,GO:0005768;GO:0034424,
B9J08_000281,0.5,CC,1,1,0,True,False,GO:0032991,GO:0005634,
B9J08_000282,0.5,CC,3,3,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634;GO:0005829;GO:0048188,GO:0005634
B9J08_000285,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0005737,
B9J08_000286,0.5,CC,2,4,1,True,True,GO:0005730;GO:0032991,GO:0005634;GO:0005730;GO:0030687;GO:0030690,GO:0005730
B9J08_000287,0.5,CC,0,3,0,False,False,,GO:0005622;GO:0005886;GO:0016020,
B9J08_000288,0.5,CC,0,5,0,False,False,,GO:0000935;GO:0005634;GO:0005737;GO:0005856;GO:0030427,
B9J08_000289,0.5,CC,0,2,0,False,False,,GO:0005737;GO:0035859,
B9J08_000290,0.5,CC,0,3,0,False,False,,GO:0000144;GO:0005737;GO:0005935,
B9J08_000291,0.5,CC,0,4,0,False,False,,GO:0005737;GO:0005829;GO:0005886;GO:0005935,
B9J08_000293,0.5,CC,1,3,0,True,False,GO:0032991,GO:0005739;GO:0005762;GO:0005840,
B9J08_000294,0.5,CC,0,5,0,False,False,,GO:0000123;GO:0033100;GO:0035267;GO:1990467;GO:1990468,
B9J08_000296,0.5,CC,2,5,1,True,True,GO:0000145;GO:0032991,GO:0000131;GO:0000145;GO:0005934;GO:0005935;GO:0016020,GO:0000145
B9J08_000299,0.5,CC,0,2,0,False,False,,GO:0005741;GO:0005743,
B9J08_000301,0.5,CC,0,2,0,False,False,,GO:0000329;GO:0016020,
B9J08_000302,0.5,CC,2,2,0,True,False,GO:0032991;GO:1990904,GO:0005786;GO:0048500,
B9J08_000303,0.5,CC,0,3,0,False,False,,GO:0005783;GO:0030136;GO:0044695,
B9J08_000306,0.5,CC,0,1,0,False,False,,GO:0005965,
B9J08_000307,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0005737,
B9J08_000309,0.5,CC,2,1,0,True,False,GO:0005886;GO:0016020,GO:0031965,
B9J08_000310,0.5,CC,0,3,0,False,False,,GO:0005643;GO:0044613;GO:0044615,
B9J08_000311,0.5,CC,0,4,0,False,False,,GO:0000176;GO:0000177;GO:0000178;GO:0005634,
B9J08_000314,0.5,CC,0,3,0,False,False,,GO:0000407;GO:0005768;GO:0019898,
B9J08_000315,0.5,CC,0,1,0,False,False,,GO:0005789,
B9J08_000317,0.5,CC,0,7,0,False,False,,GO:0000131;GO:0005737;GO:0005875;GO:0005881;GO:0005934;GO:0005935;GO:0043332,
B9J08_000319,0.5,CC,0,1,0,False,False,,GO:0005829,
B9J08_000321,0.5,CC,1,1,1,True,True,GO:0016020,GO:0016020,GO:0016020
B9J08_000323,0.5,CC,0,4,0,False,False,,GO:0000502;GO:0005634;GO:0008540;GO:0034515,
B9J08_000324,0.5,CC,0,7,0,False,False,,GO:0005737;GO:0005783;GO:0005794;GO:0005886;GO:0016020;GO:0032541;GO:0043231,
B9J08_000326,0.5,CC,0,1,0,False,False,,GO:0005743,
B9J08_000327,0.5,CC,4,2,0,True,False,GO:0005634;GO:0032991;GO:0043227;GO:0043231,GO:0005681;GO:0071004,
B9J08_000328,0.5,CC,0,2,0,False,False,,GO:0005739;GO:0005743,
B9J08_000330,0.5,CC,0,1,0,False,False,,GO:0005740,
B9J08_000331,0.5,CC,1,3,0,True,False,GO:0032991,GO:0000502;GO:0008541;GO:0034515,
B9J08_000332,0.5,CC,0,4,0,False,False,,GO:0005643;GO:0031080;GO:0031965;GO:0034399,
B9J08_000333,0.5,CC,0,2,0,False,False,,GO:0046540;GO:0071011,
B9J08_000335,0.5,CC,0,2,0,False,False,,GO:0005794;GO:0042175,
B9J08_000337,0.5,CC,2,3,0,True,False,GO:0043227;GO:0043231,GO:0005783;GO:0005789;GO:0031207,
B9J08_000338,0.5,CC,1,7,0,True,False,GO:0043227,GO:0000131;GO:0000145;GO:0001411;GO:0005886;GO:0005934;GO:0005935;GO:0043332,
B9J08_000339,0.5,CC,1,3,0,True,False,GO:0032991,GO:0005739;GO:0005751;GO:0045277,
B9J08_000340,0.5,CC,0,3,0,False,False,,GO:0005634;GO:0005737;GO:0005935,
B9J08_000341,0.5,CC,3,1,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634,GO:0005634
B9J08_000342,0.5,CC,4,2,1,True,True,GO:0005743;GO:0016020;GO:0031090;GO:0031966,GO:0005739;GO:0005743,GO:0005743
B9J08_000344,0.5,CC,1,2,1,True,True,GO:0005758,GO:0005739;GO:0005758,GO:0005758
B9J08_000345,0.5,CC,0,1,0,False,False,,GO:0005737,
B9J08_000346,0.5,CC,2,4,0,True,False,GO:0032991;GO:1990904,GO:0005634;GO:0005840;GO:0015934;GO:0022625,
B9J08_000347,0.5,CC,1,2,0,True,False,GO:0005886,GO:0000329;GO:0016020,
B9J08_000348,0.5,CC,3,1,1,True,True,GO:0005634;GO:0043227;GO:0043231,GO:0005634,GO:0005634
B9J08_000351,0.5,CC,2,4,1,True,True,GO:0005737;GO:0016020,GO:0005737;GO:0010494;GO:0016282;GO:0017102,GO:0005737
B9J08_000352,0.5,CC,1,2,0,True,False,GO:0005829,GO:0005634;GO:0005730,
B9J08_000353,0.5,CC,0,2,0,False,False,,GO:0005737;GO:1990533,
B9J08_000354,0.5,CC,1,10,0,True,False,GO:0032991,GO:0000142;GO:0005737;GO:0005934;GO:0005935;GO:0016460;GO:0030427;GO:0031982;GO:0071341;GO:0110085;GO:0120155,
B9J08_000355,0.5,CC,0,2,0,False,False,,GO:0005634;GO:0030915,
B9J08_000356,0.5,CC,0,1,0,False,False,,GO:0005739,
B9J08_000358,0.5,CC,0,3,0,False,False,,GO:0005739;GO:0005758;GO:0019898,
B9J08_000359,0.5,CC,1,3,0,True,False,GO:0043227,GO:0005768;GO:0005770;GO:0034424,
B9J08_000360,0.5,CC,0,1,0,False,False,,GO:0005768,
B9J08_000362,0.5,CC,1,1,0,True,False,GO:0005737,GO:0005829,
B9J08_000363,0.5,CC,1,2,1,True,True,GO:0005737,GO:0005737;GO:0005758,GO:0005737
B9J08_000364,0.5,CC,0,1,0,False,False,,GO:0005634,
B9J08_000365,0.5,CC,0,1,0,False,False,,GO:0000324,
B9J08_000366,0.5,CC,1,1,0,True,False,GO:0005886,GO:0072546,
B9J08_000367,0.5,CC,0,2,0,False,False,,GO:0005789;GO:0005886,
B9J08_000371,0.5,CC,0,5,0,False,False,,GO:0000329;GO:0005634;GO:0005737;GO:0031902;GO:1990131,
B9J08_000372,0.5,CC,0,1,0,False,False,,GO:0005680,
B9J08_000373,0.5,CC,2,2,0,True,False,GO:0016020;GO:0031090,GO:0005783;GO:0005789,
B9J08_000374,0.5,CC,1,1,0,True,False,GO:0005737,GO:0043332,
B9J08_000377,0.5,CC,0,1,0,False,False,,GO:0005829,
B9J08_000379,0.5,CC,0,1,0,False,False,,GO:0005950,
B9J08_000381,0.5,CC,2,2,1,True,True,GO:0005737;GO:0005829,GO:0005634;GO:0005829,GO:0005829
B9J08_000382,0.5,CC,0,1,0,False,False,,GO:0005576,
B9J08_000383,0.5,CC,1,1,0,True,False,GO:0016020,GO:0005789,
B9J08_000384,0.5,CC,0,6,0,False,False,,GO:0005886;GO:0009277;GO:0031225;GO:0032153;GO:0035840;GO:0035841,
B9J08_000385,0.5,CC,0,3,0,False,False,,GO:0005816;GO:0044732;GO:1990334,
B9J08_000388,0.5,CC,2,1,0,True,False,GO:0005886;GO:0016020,GO:0000228,
B9J08_000390,0.5,CC,4,1,1,True,True,GO:0005743;GO:0016020;GO:0031090;GO:0031966,GO:0005743,GO:0005743
B9J08_000391,0.5,CC,0,1,0,False,False,,GO:0005739,
B9J08_000392,0.5,CC,2,1,0,True,False,GO:0043227;GO:0043231,GO:0005741,
