B9J08_000676	SUBUNIT: Homodimer.
B9J08_000702	SUBUNIT: Homotrimer.
B9J08_000712	SUBUNIT: Homodimer.
B9J08_000724	SUBUNIT: Associated with nucleolar and cytoplasmic pre-ribosomal particles.
B9J08_000730	SUBUNIT: Homodimer.
B9J08_000783	SUBUNIT: Homotetramer.
B9J08_000799	SUBUNIT: Interacts with B'GAMMA and B'GAMMA in a mutually exclusive manner.
B9J08_000806	SUBUNIT: Homodimer.
B9J08_000807	SUBUNIT: Interacts with B'THETA and B'THETA.
B9J08_000817	SUBUNIT: Interacts with OBSOLETE Tetramer of 2 alpha and 2 beta chains.
B9J08_000824	SUBUNIT: Interacts with RACK1.
B9J08_000830	SUBUNIT: Homotetramer.
B9J08_000834	SUBUNIT: Interacts with OBSOLETE.
B9J08_000846	SUBUNIT: Homodimer. Component of the cytochrome c oxidase, a multisubunit enzyme composed of 14 subunits. The complex is composed of a catalytic core of 3 subunits MT-CO1, MT-CO2 and MT-CO3, encoded in the mitochondrial DNA, and 11 supernumerary subunits COX4I, COX5A, COX5B, COX6A, COX6B, COX6C, COX7A, COX7B, COX7C, COX8 and NDUFA4, which are encoded in the nuclear genome. The complex exists as a monomer or a dimer and forms supercomplexes in the inner mitochondrial membrane with NADH-ubiquinone oxidoreductase and ubiquinol-cytochrome c oxidoreductase, resulting in different assemblies IIIIV and megacomplex MCIIIIIV).
B9J08_000859	SUBUNIT: Interacts with B'THETA and B'THETA.
B9J08_000890	SUBUNIT: Homodimer.
B9J08_000891	SUBUNIT: : Homotrimer. Interacts with human PSEN1 and PSEN2 ; SUBUNIT: : Self-associates. ; SUBUNIT: : Self-associates. ; SUBUNIT: : Self-associates. ; SUBUNIT: : Self-associates.
B9J08_000892	SUBUNIT: Homodimer.
B9J08_000906	SUBUNIT: Homodimer. Interacts with GTP-bound ARF6. Interacts with the phosphorylated form of ARF6. Interacts with FLNA.
B9J08_000911	SUBUNIT: Homodimer.
B9J08_000919	SUBUNIT: Interacts with OBSOLETE.
B9J08_000931	SUBUNIT: Interacts with OBSOLETE; interaction is dependent on the GTP-bound form of OBSOLETE.
B9J08_000940	SUBUNIT: Interacts with B'THETA and B'THETA ; the interaction is independent of B'THETA phosphorylation and activates B'THETA kinase activity.
B9J08_000943	SUBUNIT: Interacts with GTP-bound ARF6, but not with the GDP-bound ARF6.
B9J08_000986	SUBUNIT: Homodimer.
B9J08_001011	SUBUNIT: Homodimer.
B9J08_001028	SUBUNIT: Homodimer.
B9J08_001050	SUBUNIT: Interacts with human Pseudomonas syringae type III effector HopU2.
B9J08_001052	SUBUNIT: Monomer.
B9J08_001053	SUBUNIT: Interacts with GEM.
B9J08_001054	SUBUNIT: Homodimer. Interacts with Arp2 Archaeal-type flagellum, archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-S and Archaeal-S.
B9J08_001074	SUBUNIT: Interacts with A.tumefaciens VirE2 and VirE2.
B9J08_001100	SUBUNIT: Homodimer.
B9J08_001119	SUBUNIT: Homodimer.
B9J08_001147	SUBUNIT: Homodimer or homooligomer. Component of the mitochondrial contact site and cristae organizing system complex, composed of at least MICOS10/MIC10, CHCHD3/MIC19, CHCHD6/MIC25, APOOL/MIC27, IMMT/MIC60, APOO/MIC23/MIC26 and QIL1/MIC13. This complex was also known under the names MINOS or MitOS complex. The MICOS complex associates with mitochondrial membrane proteins SAMM50, MTX1 and MTX2 complex) and DNAJC11, mitochondrial membrane protein TMEM11 and with HSPA9. The MICOS and SAM complexes together with DNAJC11 are part of a large protein complex spanning both membranes termed the mitochondrial intermembrane space bridging complex.
B9J08_001180	SUBUNIT: Homodimer.
B9J08_001189	SUBUNIT: Homotrimer.
B9J08_001195	SUBUNIT: Homodimer.
B9J08_001197	SUBUNIT: Homodimer.
B9J08_001208	SUBUNIT: Homodimer.
B9J08_001214	SUBUNIT: Interacts with OBSOLETE.
B9J08_001219	SUBUNIT: Interacts with BIK and MPDZ.
B9J08_001223	SUBUNIT: Homodimer.
B9J08_001226	SUBUNIT: Homodimer.
B9J08_001234	SUBUNIT: : Homodimer; disulfide-linked. ; SUBUNIT: : Homodimer. ; SUBUNIT: : Homodimer.
B9J08_001268	SUBUNIT: Homodimer.
B9J08_001287	SUBUNIT: Homotetramer.
B9J08_001290	SUBUNIT: Homotrimer.
B9J08_001308	SUBUNIT: Interacts with BHLH2.
B9J08_001313	SUBUNIT: Homodimer.
B9J08_001314	SUBUNIT: Homooligomer, and heterooligomer with OGT.
B9J08_001317	SUBUNIT: Homodimer.
B9J08_001321	SUBUNIT: Interacts with GTP-bound ARF6.
B9J08_001339	SUBUNIT: Homodimer.
B9J08_001341	SUBUNIT: Homodimer.
B9J08_001342	SUBUNIT: Homodimer.
B9J08_001361	SUBUNIT: Component of the plastid-encoded RNA polymerase complex.
B9J08_001370	SUBUNIT: Heterodimer of a catalytic subunit and a regulatory subunit Interacts with GLC7.
B9J08_001426	SUBUNIT: Interacts with Bmi1 and Bmi2.
B9J08_001437	SUBUNIT: Homodimer.
B9J08_001440	SUBUNIT: Interacts with MPK6.
B9J08_001441	SUBUNIT: Homotrimer.
B9J08_001456	SUBUNIT: Homodimer.
B9J08_001459	SUBUNIT: Homotetramer.
B9J08_001466	SUBUNIT: Interacts with OOBLETE.
B9J08_001468	SUBUNIT: Interacts with ORP2.
B9J08_001470	SUBUNIT: Homodimer or homotetramer. Interacts with BBS1, BBS2, BBS4, BBS5, BBS7, BBS8/TTC8, BBS9 and BBIP10. Interacts with DNAJB4. Interacts with ANKRD6.
B9J08_001472	SUBUNIT: Interacts with BHLH148.
B9J08_001479	SUBUNIT: E-cadherin/CDH1 is a heterotetramer composed of two subunits of CDH1 and two subunits of CDH2. Interacts with OBSOLETE.
B9J08_001480	SUBUNIT: Homodimer.
B9J08_001481	SUBUNIT: Interacts with OBSOLETE.
B9J08_001482	SUBUNIT: Interacts with ABCB9; this interaction regulates ABCB9 phosphorylation.
B9J08_001485	SUBUNIT: Homotrimer.
B9J08_001486	SUBUNIT: Component of the SWR1 complex composed of at least ACT1, ARP4, RVS1, RVS2, TAF14, NHP10, YAF9, VPS41 and VPS52.
B9J08_001490	SUBUNIT: Homodimer.
B9J08_001491	SUBUNIT: May form homooligomers or heterooligomers.
B9J08_001500	SUBUNIT: Interacts with CERK1.
B9J08_001517	SUBUNIT: Interacts with YIF1, YIP3, YIP4 and YIP5.
B9J08_001520	SUBUNIT: Interacts with B'GAMMA and B'GAMMA.
B9J08_001522	SUBUNIT: Homotrimer.
B9J08_001548	SUBUNIT: Interacts with OBSOLETE.
B9J08_001549	SUBUNIT: Interacts with BamI.
B9J08_001551	SUBUNIT: Interacts with SH3P1.
B9J08_001556	SUBUNIT: Core component of the spliceosomal U5, U6 and U5 small nuclear ribonucleoproteins, the building blocks of the spliceosome.
B9J08_001617	SUBUNIT: Interacts with COPS5 and COPS7A.
B9J08_001638	SUBUNIT: Homotrimer.
B9J08_001639	SUBUNIT: Homodimer.
B9J08_001659	SUBUNIT: Interacts with B'ALPHA and B'BETA.
B9J08_001663	SUBUNIT: Interacts with ABCC9; this interaction allows the localization of ABCC9 to cilium axoneme.
B9J08_001666	SUBUNIT: Component of the BBSome complex, at least composed of BBS1, BBS2, BBS4, BBS5, BBS7, BBS8/TTC8, BBS9 and BBIP10. Interacts with BBS7.
B9J08_001680	SUBUNIT: Interacts with OBSOLETE.
B9J08_001683	SUBUNIT: Homotrimer.
B9J08_001700	SUBUNIT: Component of the zolzolin complex, composed of OsaA, OsaB, OsaC and OsaD.
B9J08_001714	SUBUNIT: Component of the OBSOLETE complex, at least composed of ABI5, OBSOLETE1, OBSOLETE2 and MPHOSPH8. Interacts with MPHOSPH8; the interaction is direct.
B9J08_001719	SUBUNIT: Homotetramer.
B9J08_001725	SUBUNIT: Interacts with B'THETA and B'THETA.
B9J08_001731	SUBUNIT: Interacts with YIF1.
B9J08_001746	SUBUNIT: Homodimer.
B9J08_001750	SUBUNIT: Homodimer.
B9J08_001751	SUBUNIT: Homodimer.
B9J08_001755	SUBUNIT: Homodimer; disulfide-linked.
B9J08_001760	SUBUNIT: Homotrimer.
B9J08_001781	SUBUNIT: Homodimer.
B9J08_001792	SUBUNIT: Homodimer; disulfide-linked.
B9J08_001812	SUBUNIT: Homodimer. Interacts with BAX, BAK1, BCL2, BCL2L1/Bcl-xL and BCL2L1 isoform Bcl-xL.
B9J08_001830	SUBUNIT: Homodimer.
B9J08_001831	SUBUNIT: Interacts with OBS1.
B9J08_001862	SUBUNIT: Homodimer.
B9J08_001866	SUBUNIT: Homodimer.
B9J08_001867	SUBUNIT: Homodimer.
B9J08_001882	SUBUNIT: Interacts with ABI1, ABI2 and ABI3.
B9J08_001894	SUBUNIT: Interacts with ABI1, ABI2, ABI3 and ABI4.
B9J08_001918	SUBUNIT: Interacts with BAK1.
B9J08_001932	SUBUNIT: Homodimer.
B9J08_001942	SUBUNIT: Homotrimer.
B9J08_001949	SUBUNIT: Homodimer.
B9J08_001954	SUBUNIT: May be part of a multisubunit complex containing at least catalytic alpha, beta and gamma.
B9J08_001962	SUBUNIT: Homodimer.
B9J08_001970	SUBUNIT: Interacts with BHLH148.
B9J08_001978	SUBUNIT: May form homooligomers or heterooligomers.
B9J08_001980	SUBUNIT: Component of the pyruvate dehydrogenase complex, composed of a dihydrolipoamide acetyltransferase and a multisubunit peroxidase
B9J08_001988	SUBUNIT: Homodimer.
B9J08_002007	SUBUNIT: Homodimer.
B9J08_002012	SUBUNIT: Homodimer.
B9J08_002015	SUBUNIT: Interacts with BRI1 ; the interaction is direct.
B9J08_002021	SUBUNIT: Homodimer.
B9J08_002028	SUBUNIT: Associates with the V-ATPase complex.
B9J08_002031	SUBUNIT: : Interacts with host ARF5; this interaction inhibits viral particle release and thus allows particle release. ; SUBUNIT: : Interacts with host ARF6; this interaction inhibits host immune response. ; SUBUNIT: : Interacts with host ARF7; this interaction inhibits host immune response. ; SUBUNIT: : Interacts with host DPP4; this interaction inhibits host immune response. ; SUBUNIT: : Interacts with host DCTN3.
B9J08_002036	SUBUNIT: Interacts with OBSOLETE.
B9J08_002037	SUBUNIT: Homodimer.
B9J08_002049	SUBUNIT: Homodimer, and heterodimer with ZYX.
B9J08_002055	SUBUNIT: Interacts with OBSOLETE.
B9J08_002082	SUBUNIT: Homodimer.
B9J08_002084	SUBUNIT: Homotrimer.
B9J08_002086	SUBUNIT: Homotrimer.
B9J08_002118	SUBUNIT: Interacts with BZIP28.
B9J08_002119	SUBUNIT: Homodimer.
B9J08_002141	SUBUNIT: Homodimer, and heterodimer with TMEM33.
B9J08_002156	SUBUNIT: Binds to OBSOLETE.
B9J08_002161	SUBUNIT: Homodimer.
B9J08_002163	SUBUNIT: Heterodimer of OSBPL1 and OSBPL2, which forms the mitochondrial membrane ribosome. OSBPL1 is required to recruit OSBPL1 into the mitochondrion.
B9J08_002176	SUBUNIT: Homodimer.
B9J08_002204	SUBUNIT: Interacts with GTP-bound ARF6.
B9J08_002205	SUBUNIT: Homodimer.
B9J08_002218	SUBUNIT: Homodimer.
B9J08_002228	SUBUNIT: Interacts with OBSOLETE.
B9J08_002234	SUBUNIT: Binds to actin and to microtubules.
B9J08_002244	SUBUNIT: Interacts with OBSOLETE.
B9J08_002247	SUBUNIT: Homodimer.
B9J08_002248	SUBUNIT: Interacts with B'GAMMA and B'GAMMA in a GTP-dependent manner.
B9J08_002255	SUBUNIT: Homodimer.
B9J08_002256	SUBUNIT: Interacts with GPA1.
B9J08_002270	SUBUNIT: Component of the eukaryotic translation initiation factor 3 complex. The eIF-3 complex interacts with pix.
B9J08_002282	SUBUNIT: Monomer.
B9J08_002286	SUBUNIT: Homodimer.
B9J08_002288	SUBUNIT: Homodimer.
B9J08_002295	SUBUNIT: Interacts with BCL2.
B9J08_002296	SUBUNIT: Interacts with OBSOLETE.
B9J08_002309	SUBUNIT: Homotetramer. The homotetramer interacts with the nucleocapsid.
B9J08_002314	SUBUNIT: Homotrimer.
B9J08_002319	SUBUNIT: Homodimer.
B9J08_002330	SUBUNIT: Homohexamer.
B9J08_002356	SUBUNIT: Homodimer.
B9J08_002372	SUBUNIT: Interacts with OBSOLETE.
B9J08_002384	SUBUNIT: Interacts with YIF1, YIP3 and YIP4.
B9J08_002397	SUBUNIT: Interacts with PPP1CA, PPP1CB and PPP1CC.
B9J08_002407	SUBUNIT: Homodimer; disulfide-linked Interacts with the ribosome core
B9J08_002441	SUBUNIT: Interacts with BHLH148.
B9J08_002471	SUBUNIT: Homodimer.
B9J08_002475	SUBUNIT: Oligomer composed of disulfide-linked homodimers, and possibly also homotetramers.
B9J08_002486	SUBUNIT: Homodimer, and heterodimer with the protein disulfide isomerase.
B9J08_002492	SUBUNIT: Homodimer.
B9J08_002493	SUBUNIT: Homodimer.
B9J08_002498	SUBUNIT: Interacts with OBSOLETE.
B9J08_002507	SUBUNIT: Homodimer.
B9J08_002509	SUBUNIT: Homodimer.
B9J08_002511	SUBUNIT: Homodimer.
B9J08_002515	SUBUNIT: Consists of at least 3 heavy chains, 2 intermediate chains and 8 light chains.
B9J08_002522	SUBUNIT: Interacts with BHLH2.
B9J08_002525	SUBUNIT: Homodimer.
B9J08_002540	SUBUNIT: Homodimer.
B9J08_002541	SUBUNIT: Interacts with OBSOLETE.
B9J08_002545	SUBUNIT: Homodimer.
B9J08_002552	SUBUNIT: Homotrimer.
B9J08_002561	SUBUNIT: Identified in a complex with CDC42BPA, CDC42BPB and MICAL1; within this complex, directly interacts with CDC42BPA and MICAL1. Interacts with FBLN7
B9J08_002574	SUBUNIT: May form homooligomers or heterooligomers in membranes.
B9J08_002579	SUBUNIT: Homodimer.
B9J08_002584	SUBUNIT: Homodimer.
B9J08_002592	SUBUNIT: Interacts with gI; this interaction enhances the Fc receptor function of gE The heterodimer gE/gI interacts with the Fc part of host IgG
B9J08_002593	SUBUNIT: Interacts with BHLH2.
B9J08_002613	SUBUNIT: Homotrimer.
B9J08_002616	SUBUNIT: Forms a cylinder of 14 subunits composed of two heptameric rings stacked back-to-back. Interacts with the co-chaperonin GroES.
B9J08_002621	SUBUNIT: Homodimer.
B9J08_002624	SUBUNIT: OBSOLETE is a heterodimer of an alpha and a beta chain.
B9J08_002626	SUBUNIT: Homodimer.
B9J08_002640	SUBUNIT: Homodimer.
B9J08_002641	SUBUNIT: Homodimer.
B9J08_002650	SUBUNIT: Homodimer.
B9J08_002655	SUBUNIT: Interacts with B'GAMMA and B'GAMMA in a GTP-dependent manner.
B9J08_002656	SUBUNIT: Interacts with ZMYND10.
B9J08_002695	SUBUNIT: Homodimer.
B9J08_002709	SUBUNIT: Homooligomer.
B9J08_002727	SUBUNIT: Interacts with B'THETA and B'THETA.
B9J08_002729	SUBUNIT: : Homodimer; disulfide-linked.
B9J08_002730	SUBUNIT: Interacts with B'THETA, B'THETA and B'THETA.
B9J08_002731	SUBUNIT: Homodimer.
B9J08_002734	SUBUNIT: Homotrimer.
B9J08_002735	SUBUNIT: Interacts with ABCG2.
B9J08_002753	SUBUNIT: Interacts with RAR3.
B9J08_002754	SUBUNIT: Homotrimer.
B9J08_002757	SUBUNIT: Homooligomer.
B9J08_002773	SUBUNIT: The complex is composed of two ATP-binding proteins, two transmembrane proteins and a solute-binding protein
B9J08_002811	SUBUNIT: The accessory proteins ExbB and ExbD seem to form a complex with TonB.
B9J08_002825	SUBUNIT: Homotrimer.
B9J08_002843	SUBUNIT: Interacts with GPA1 and GPA2.
B9J08_002884	SUBUNIT: Homodimer.
B9J08_002899	SUBUNIT: Homodimer, and heterodimer with B2M.
B9J08_002925	SUBUNIT: Homodimer.
B9J08_002933	SUBUNIT: Homodimer.
B9J08_002938	SUBUNIT: Homodimer.
B9J08_002958	SUBUNIT: Interacts with B'THETA and B'THETA.
B9J08_002968	SUBUNIT: Interacts with OBSOLETE.
B9J08_003003	SUBUNIT: Interacts with ABI1, ABI2 and ABI3.
B9J08_003012	SUBUNIT: OBSOLETE is a homodimer.
B9J08_003025	SUBUNIT: Interacts with BHLH2.
B9J08_003070	SUBUNIT: Homotrimer.
B9J08_003109	SUBUNIT: Homodimer.
B9J08_003110	SUBUNIT: Regulatory subunit of the sodium/potassium-transporting ATPase which is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit.
B9J08_003112	SUBUNIT: Interacts with BHLH2.
B9J08_003129	SUBUNIT: Homodimer.
B9J08_003137	SUBUNIT: Interacts with BECN1 and OGT.
B9J08_003149	SUBUNIT: Homodimer.
B9J08_003181	SUBUNIT: Interacts with OBSOLETE.
B9J08_003191	SUBUNIT: Homooligomer.
B9J08_003204	SUBUNIT: Homotrimer.
B9J08_003223	SUBUNIT: Homodimer.
B9J08_003260	SUBUNIT: Homotrimer.
B9J08_003270	SUBUNIT: Interacts with OBSOLETE.
B9J08_003286	SUBUNIT: Interacts with BRI3 ; the interaction is direct.
B9J08_003297	SUBUNIT: Homotrimer.
B9J08_003317	SUBUNIT: Homotrimer.
B9J08_003318	SUBUNIT: Homodimer.
B9J08_003325	SUBUNIT: Interacts with OBSOLETE.
B9J08_003333	SUBUNIT: Interacts with OBSOLETE.
B9J08_003334	SUBUNIT: Interacts with OBSOLETE.
B9J08_003337	SUBUNIT: Interacts with gM The gM-gN heterodimer forms the gCII complex.
B9J08_003350	SUBUNIT: Homodimer.
B9J08_003375	SUBUNIT: Component of the plastid-encoded plastid RNA polymerase complex, composed of at least PP2C1, PP2C2, PP2C3, PP2C4 and PP2C5.
B9J08_003399	SUBUNIT: Homodimer.
B9J08_003419	SUBUNIT: OBSOLETE is composed of at least two subunits: MRPP1 and MRPP2. MRPP1 interacts with the MRPP2 homodimer.
B9J08_003422	SUBUNIT: Homodimer.
B9J08_003434	SUBUNIT: Interacts with GPA1 and GPA2.
B9J08_003468	SUBUNIT: Binds OBSOLETE.
B9J08_003475	SUBUNIT: Heterodimer of an alpha and a beta chain.
B9J08_003481	SUBUNIT: Interacts with ZNF148.
B9J08_003483	SUBUNIT: Binds to OBSOLETE.
B9J08_003487	SUBUNIT: Interacts with B'THETA and B'THETA.
B9J08_003491	SUBUNIT: Interacts with SORL1 ; this interaction is required for OBSOLETE localization to the cilium membrane.
B9J08_003499	SUBUNIT: Homodimer.
B9J08_003511	SUBUNIT: Homodimer.
B9J08_003528	SUBUNIT: Interacts with BHLH2.
B9J08_003532	SUBUNIT: Interacts with BBS1, BBS2, BBS4, BBS5, BBS7, BBS8/TTC8, BBS9 and BBIP10. Interacts with IFT27.
B9J08_003539	SUBUNIT: Interacts with YIF1, YIP3, YIP4 and YIP5.
B9J08_003551	SUBUNIT: Homodimer.
B9J08_003591	SUBUNIT: Interacts with RAR3.
B9J08_003601	SUBUNIT: Homodimer.
B9J08_003607	SUBUNIT: Interacts with EDM.
B9J08_003635	SUBUNIT: Identified in a complex with AMIS1, AMIS2 and AMIS3.
B9J08_003636	SUBUNIT: Homodimer.
B9J08_003644	SUBUNIT: Homodimer.
B9J08_003651	SUBUNIT: Interacts with OLIG2.
B9J08_003672	SUBUNIT: May form oligomers or be a component of larger protein complex in plasma membranes.
B9J08_003694	SUBUNIT: Homotrimer.
B9J08_003698	SUBUNIT: Homotrimer.
B9J08_003704	SUBUNIT: Interacts with BHLH148.
B9J08_003723	SUBUNIT: Interacts with LIS1.
B9J08_003733	SUBUNIT: Homodimer.
B9J08_003744	SUBUNIT: Interacts with MPK6.
B9J08_003751	SUBUNIT: Homodimer.
B9J08_003777	SUBUNIT: Homodimer.
B9J08_003794	SUBUNIT: Interacts with B'THETA and B'THETA.
B9J08_003812	SUBUNIT: Monomer or homodimer.
B9J08_003818	SUBUNIT: Interacts with BHLH148.
B9J08_003843	SUBUNIT: Homotrimer.
B9J08_003845	SUBUNIT: Homodimer.
B9J08_003853	SUBUNIT: Homotrimer.
B9J08_003857	SUBUNIT: Interacts with gamma-tubulin.
B9J08_003891	SUBUNIT: Interacts with B'GAMMA and B'GAMMA in a mutually exclusive manner.
B9J08_003904	SUBUNIT: Homotrimer.
B9J08_003929	SUBUNIT: Homodimer.
B9J08_003958	SUBUNIT: Homodimer.
B9J08_003968	SUBUNIT: Homodimer.
B9J08_003970	SUBUNIT: Homodimer.
B9J08_003974	SUBUNIT: Monomer.
B9J08_003984	SUBUNIT: Component of the B-WICH complex, at least composed of ATG16L1, BABAM2 and BABAM1/NBA1. Interacts with ATG16L1
B9J08_004002	SUBUNIT: Homodimer.
B9J08_004007	SUBUNIT: : Interacts with host ARF1, ARF5 and ARF6. ; SUBUNIT: : Interacts with host KPNB1. ; SUBUNIT: : Interacts with host KPNB2. ; SUBUNIT: : Interacts with host KPNB1. ; SUBUNIT: : Interacts with host KPNB2. ; SUBUNIT: : Interacts with host KPNB1.
B9J08_004020	SUBUNIT: Interacts with ATAD3A.
B9J08_004031	SUBUNIT: Homotetramer.
B9J08_004033	SUBUNIT: Homodimer.
B9J08_004034	SUBUNIT: Interacts with orbp-1; the interaction is direct.
B9J08_004036	SUBUNIT: Homotetramer.
B9J08_004037	SUBUNIT: Homodimer.
B9J08_004056	SUBUNIT: Homodimer.
B9J08_004084	SUBUNIT: Interacts with OBSOLETE.
B9J08_004087	SUBUNIT: Interacts with YIF1, YIP3, YIP4 and YIP5.
B9J08_004093	SUBUNIT: Homodimer.
B9J08_004101	SUBUNIT: Homotrimer.
B9J08_004102	SUBUNIT: Homodimer. Interacts with Archaeal-type flagellum, archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-L and Archaeal-L.
B9J08_004103	SUBUNIT: Homotrimer.
B9J08_004105	SUBUNIT: Interacts with YIF1, YIP3, YIP4 and YIP5.
B9J08_004106	SUBUNIT: Homotetramer.
B9J08_004107	SUBUNIT: Interacts with FbpA, FbpB and FtsZ.
B9J08_004148	SUBUNIT: Forms a cylinder of 14 subunits composed of two heptameric rings stacked back-to-back. Interacts with the co-chaperonin GroES.
B9J08_004159	SUBUNIT: Interacts with B'GAMMA and B'GAMMA in a GTP-dependent manner.
B9J08_004174	SUBUNIT: Homotrimer.
B9J08_004179	SUBUNIT: Interacts with YIF1, YIP3 and YIP4.
B9J08_004180	SUBUNIT: Homodimer.
B9J08_004186	SUBUNIT: Homodimer.
B9J08_004187	SUBUNIT: Homodimer.
B9J08_004193	SUBUNIT: Homodimer.
B9J08_004194	SUBUNIT: Homotrimer.
B9J08_004195	SUBUNIT: Homodimer.
B9J08_004211	SUBUNIT: Homodimer.
B9J08_004254	SUBUNIT: Homodimer.
B9J08_004257	SUBUNIT: Homodimer.
B9J08_004260	SUBUNIT: Homodimer.
B9J08_004270	SUBUNIT: Homodimer.
B9J08_004272	SUBUNIT: Homotrimer.
B9J08_004275	SUBUNIT: Homodimer.
B9J08_004276	SUBUNIT: Interacts with BamI.
B9J08_004282	SUBUNIT: Monomer.
